recorded_at,source,name,line1,line2
2025-01-12T03:00:08.212447+09:00,gs_db,YOMOGI,1 62298U 98067XE  25010.40323490  .00096624  00000+0  12547-2 0  9997,2 62298  51.6358   7.7506 0014252  78.1751 282.0839 15.57912591  4983
2025-01-12T09:00:32.486605+09:00,gs_db,YOMOGI,1 62298U 98067XE  25011.42949123  .00108222  00000+0  13904-2 0  9993,2 62298  51.6359   2.6040 0014308  82.4737 277.7880 15.58142527  5146
2025-01-12T15:00:09.89133+09:00,gs_db,YOMOGI,1 62298U 98067XE  25011.68603272  .00091944  00000+0  11826-2 0  9996,2 62298  51.6358   1.3178 0014330  83.2583 277.0040 15.58187112  5180
2025-01-12T21:00:27.791485+09:00,gs_db,YOMOGI,1 62298U 98067XE  25011.68603272  .00091944  00000+0  11826-2 0  9996,2 62298  51.6358   1.3178 0014330  83.2583 277.0040 15.58187112  5180
2025-01-13T03:00:08.417209+09:00,gs_db,YOMOGI,1 62298U 98067XE  25012.39147848  .00092722  00000+0  11860-2 0  9990,2 62298  51.6355 357.7783 0014365  86.5844 273.6791 15.58330204  5290
2025-01-13T09:00:28.061865+09:00,gs_db,YOMOGI,1 62298U 98067XE  25012.39147848  .00092722  00000+0  11860-2 0  9990,2 62298  51.6355 357.7783 0014365  86.5844 273.6791 15.58330204  5290
2025-01-13T15:00:10.672811+09:00,gs_db,YOMOGI,1 62298U 98067XE  25012.39147848  .00092722  00000+0  11860-2 0  9990,2 62298  51.6355 357.7783 0014365  86.5844 273.6791 15.58330204  5290
2025-01-13T21:00:32.060623+09:00,gs_db,YOMOGI,1 62298U 98067XE  25012.39147848  .00092722  00000+0  11860-2 0  9990,2 62298  51.6355 357.7783 0014365  86.5844 273.6791 15.58330204  5290
2025-01-14T03:00:12.480483+09:00,gs_db,YOMOGI,1 62298U 98067XE  25013.35334837  .00109747  00000+0  13893-2 0  9997,2 62298  51.6356 352.9517 0014360  90.8390 269.4248 15.58526999  5447
2025-01-14T09:00:35.48157+09:00,gs_db,YOMOGI,1 62298U 98067XE  25013.35334837  .00109747  00000+0  13893-2 0  9997,2 62298  51.6356 352.9517 0014360  90.8390 269.4248 15.58526999  5447
2025-01-14T15:00:08.238756+09:00,gs_db,YOMOGI,1 62298U 98067XE  25013.35334837  .00109747  00000+0  13893-2 0  9997,2 62298  51.6356 352.9517 0014360  90.8390 269.4248 15.58526999  5447
2025-01-14T21:00:27.81345+09:00,gs_db,YOMOGI,1 62298U 98067XE  25014.12275398  .00093584  00000+0  11810-2 0  9997,2 62298  51.6361 349.0900 0014361  93.9203 266.3431 15.58683103  5568
