session,downlink_date,pakt_num,time_s,qi,qj,qk,qw,qnorm_raw,wx,wy,wz,wmag,ax,ay,az,sap_xm,sap_yp,sap_ym,sap_zp,sap_zm
20251012_boot,2025-10-12,0,6,0.127319,-0.670471,-0.075012,0.727051,16383.76653886401,,,,,0,0,0,1678,8,83,3257,16
20251012_boot,2025-10-12,1,7,0.237183,-0.677063,0.006287,0.696655,16384.311093237946,15.952,-0.757,-1.839,16.075,0,0,0,437,8,79,3259,18
20251012_boot,2025-10-12,2,8,0.368286,-0.648865,0.108154,0.656982,16383.863921554037,19.566,1.856,-2.791,19.851,0,0,0,12,9,93,3287,18
20251012_boot,2025-10-12,3,10,0.452332,-0.569763,0.216125,0.651245,16384.52706061423,7.821,4.541,-0.697,9.071,0,0,0,11,9,100,3286,635
20251012_boot,2025-10-12,4,11,0.553406,-0.499756,0.293274,0.598267,16383.560724091696,17.128,3.274,-3.171,17.724,0,0,0,12,9,54,3285,1586
20251012_boot,2025-10-12,5,13,0.635193,-0.4151,0.356506,0.545105,16384.11706501147,7.749,2.017,-1.972,8.247,0,0,0,12,66,13,3286,2257
20251012_boot,2025-10-12,6,14,0.686157,-0.328613,0.423157,0.492065,16383.905303681415,13.788,5.665,-2.396,15.097,0,0,0,109,982,13,3285,2196
20251012_boot,2025-10-12,7,16,0.750488,-0.251038,0.441406,0.422913,16383.566461549206,6.774,0.043,-2.075,7.085,0,0,0,1629,1185,13,3282,1275
20251012_boot,2025-10-12,10,20,0.716064,-0.115112,0.620239,0.298828,16383.951904226282,5.315,5.092,1.073,7.438,0,0,0,453,9,91,3260,16
20251012_boot,2025-10-12,11,21,0.723206,-0.08374,0.634583,0.259277,16383.659481324677,5.912,1.223,0.634,6.07,0,0,0,13,9,91,3257,17
20251012_boot,2025-10-12,12,23,0.7229,-0.054626,0.652527,0.220703,16384.575002117082,2.74,1.003,0.464,2.954,0,0,0,12,9,95,3255,16
20251012_boot,2025-10-12,13,24,0.724304,-0.024414,0.665222,0.179688,16384.169982028383,5.774,1.455,0.877,6.019,0,0,0,12,9,22,3279,207
20251012_boot,2025-10-12,14,26,0.723816,0.008057,0.675842,0.138977,16384.424402462235,2.938,0.737,0.314,3.045,0,0,0,12,37,13,3278,1595
20251012_boot,2025-10-12,15,27,0.72644,0.040833,0.679443,0.094482,16383.616603180142,6.271,0.659,0.788,6.354,0,0,0,11,205,14,3277,2394
20251012_boot,2025-10-12,16,29,0.719666,0.078003,0.688477,0.045044,16384.26101476658,3.449,0.957,0.411,3.603,0,0,0,968,12,14,3275,2245
20251012_boot,2025-10-12,17,30,-0.721008,-0.120117,-0.682312,0.011169,16383.635829692992,8.027,0.106,0.943,8.083,0,0,0,2132,9,27,3274,1071
20251012_boot,2025-10-12,18,32,-0.707764,-0.170593,-0.681458,0.074463,16383.676815660152,4.608,0.887,0.299,4.702,0,0,0,2124,8,110,3246,16
20251012_boot,2025-10-12,19,33,-0.685547,-0.228699,-0.67511,0.148132,16383.951995779284,10.843,2.168,0.661,11.077,0,0,0,1006,9,123,3247,15
20251012_boot,2025-10-12,20,35,-0.650208,-0.297668,-0.659668,0.231262,16384.16683875015,6.449,1.267,0.175,6.575,0,0,0,12,9,117,3248,16
20251012_boot,2025-10-12,21,36,-0.598083,-0.373718,-0.633423,0.318481,16384.197813747243,14.564,2.953,-0.156,14.861,0,0,0,12,8,13,3245,16
20251012_boot,2025-10-12,22,37,-0.532227,-0.454163,-0.584656,0.410706,16384.247404137914,16.712,2.46,0.141,16.892,0,0,0,13,1004,13,3243,17
20251012_boot,2025-10-12,23,39,-0.447021,-0.532654,-0.512268,0.503967,16383.589441877502,9.405,1.232,0.218,9.488,0,0,0,12,1883,13,3270,18
20251012_boot,2025-10-12,24,40,-0.335754,-0.600952,-0.420776,0.59082,16383.96633907675,20.582,3.22,0.093,20.833,0,0,0,12,2166,12,3266,989
20251012_boot,2025-10-12,25,42,-0.21051,-0.656128,-0.293091,0.662781,16383.991760251834,11.427,1.181,0.688,11.509,0,0,0,746,1731,12,3266,1504
20251012_boot,2025-10-12,26,43,-0.066101,-0.688599,-0.143677,0.707642,16383.484519478754,24.565,2.169,1.223,24.691,0,0,0,1907,551,12,3266,1315
20251012_boot,2025-10-12,27,45,0.090881,-0.685547,0.022827,0.721985,16384.140563361874,13.078,1.363,0.693,13.167,0,0,0,2288,9,54,3264,442
20251012_boot,2025-10-12,28,46,0.248962,-0.641785,0.195801,0.698425,16384.04647820556,27.288,3.188,1.513,27.515,0,0,0,1738,7,147,3234,16
20251012_boot,2025-10-12,29,48,0.398499,-0.555786,0.363098,0.632812,16383.9281614636,14.184,1.756,0.713,14.31,0,0,0,358,11,148,3236,17
20251020,2025-10-20,0,6,0.089294,-0.655762,0.01825,0.749451,16384.051605143337,,,,,0,0,0,101,9,123,2891,112
20251020,2025-10-20,1,7,0.207764,-0.632385,0.167297,0.727295,16384.18975720191,21.785,1.63,3.728,22.162,0,0,0,12,1051,17,2890,21
20251020,2025-10-20,2,8,0.35907,-0.56311,0.358643,0.652161,16383.692074743105,29.943,2.007,4.83,30.397,0,0,0,12,1136,17,2891,21
20251020,2025-10-20,3,10,0.498718,-0.435669,0.51947,0.540039,16384.154235113878,15.525,1.604,1.201,15.654,0,0,0,12,1001,18,2891,87
20251020,2025-10-20,4,11,0.592651,-0.282104,0.655518,0.373413,16383.66589014803,31.686,3.413,4.937,32.249,0,0,0,114,490,17,2892,458
20251020,2025-10-20,5,13,0.635864,-0.097107,0.745789,0.17334,16384.003356933248,16.356,2.197,2.501,16.692,0,0,0,342,7,18,2893,746
20251020,2025-10-20,6,14,-0.622559,-0.100708,-0.774536,0.049316,16384.488518107606,33.689,4.754,5.415,34.451,0,0,0,152,7,18,2895,899
20251020,2025-10-20,7,16,-0.550903,-0.290833,-0.734131,0.270081,16383.751401922576,17.008,2.514,2.758,17.413,0,0,0,13,7,269,2895,767
20251020,2025-10-20,8,17,-0.424988,-0.444214,-0.630066,0.474365,16383.557794325383,33.684,6.18,6.629,34.882,0,0,0,11,7,361,2895,693
20251020,2025-10-20,9,19,-0.263245,-0.558899,-0.469727,0.630676,16384.50252525233,16.672,2.838,3.138,17.201,0,0,0,24,7,296,2898,751
20251020,2025-10-20,10,20,-0.077271,-0.615845,-0.274841,0.734314,16383.91973857294,32.584,6.751,6.123,33.835,0,0,0,130,572,18,2933,268
20251020,2025-10-20,11,22,0.111877,-0.623169,-0.060791,0.771667,16384.183043411107,16.014,3.084,2.928,16.569,0,0,0,12,1115,17,2900,21
20251020,2025-10-20,12,23,0.286865,-0.577393,0.15332,0.748901,16384.28039310851,31.147,6.471,5.768,32.331,0,0,0,12,1114,16,2900,21
20251020,2025-10-20,13,24,0.444153,-0.482666,0.341309,0.673218,16383.606349030728,30.469,6.621,3.992,31.435,0,0,0,140,908,17,2901,21
20251020,2025-10-20,24,40,0.154724,-0.730835,-0.227722,0.624512,16383.439382498414,,,,,0,0,0,12,884,18,2908,20
20251020,2025-10-20,25,42,0.155823,-0.694336,-0.118652,0.692505,16384.200834950723,3.538,5.15,4.434,7.661,0,0,0,12,620,18,2909,20
20251020,2025-10-20,26,43,0.214661,-0.694214,-0.056519,0.684692,16384.082671910564,9.762,1.299,0.141,9.849,0,0,0,165,137,74,2909,91
20251020,2025-10-20,27,45,0.253784,-0.684326,-0.003418,0.683533,16383.486960961638,3.632,1.122,0.402,3.823,0,0,0,147,8,122,2908,69
20251020,2025-10-20,28,46,0.282593,-0.677124,0.044067,0.677979,16383.610224855815,6.142,1.522,1.249,6.45,0,0,0,128,138,150,2904,58
20251020,2025-10-20,29,48,0.303772,-0.669861,0.082764,0.672424,16383.961029006387,2.433,0.64,0.578,2.581,0,0,0,42,698,89,2902,326
20251020,2025-10-20,32,52,0.338928,-0.67865,0.152161,0.633606,16384.388301062692,2.329,-0.394,0.832,2.504,0,0,0,154,615,18,2904,298
20251020,2025-10-20,33,54,0.338867,-0.6875,0.170898,0.619141,16384.234373323645,0.93,-0.519,0.981,1.448,0,0,0,641,497,18,2903,22
20251020,2025-10-20,34,55,0.33905,-0.691833,0.194519,0.607117,16384.139525773087,2.256,-0.341,2.065,3.078,0,0,0,593,395,17,2905,21
20251020,2025-10-20,35,56,0.346741,-0.683777,0.232056,0.598694,16384.52486341914,4.019,1.18,1.877,4.59,0,0,0,103,656,18,2906,20
20251020,2025-10-20,36,58,0.369019,-0.659851,0.282837,0.59021,16383.366351272256,3.242,1.202,0.507,3.495,0,0,0,12,860,18,2906,21
20251020,2025-10-20,37,59,0.40979,-0.619751,0.343201,0.574585,16383.62099781364,9.294,2.765,-0.19,9.698,0,0,0,12,1073,18,2904,21
20251020,2025-10-20,38,61,0.462341,-0.563782,0.415649,0.543762,16384.418665305155,6.139,1.419,-0.189,6.304,0,0,0,13,1105,18,2903,22
20251020,2025-10-20,39,62,0.521423,-0.495422,0.491394,0.491089,16383.688687227916,14.662,2.061,-0.211,14.808,0,0,0,160,917,17,2902,21
20251020,2025-10-20,40,64,0.582031,-0.409546,0.566162,0.415894,16383.960693312225,8.524,0.812,-0.065,8.563,0,0,0,611,374,17,2932,94
20251020,2025-10-20,41,65,0.60199,-0.111267,0.691162,0.384094,16384.044769225944,28.801,20.122,-13.042,37.476,0,0,0,1085,8,17,2938,32
20251020,2025-10-20,42,67,0.684509,-0.108398,0.707214,0.139648,16383.647762326924,10.582,-4.257,9.515,14.853,0,0,0,1139,8,18,2901,19
20251020,2025-10-20,43,68,-0.711975,0.026917,-0.695557,0.092468,16383.856292094362,25.366,-4.769,12.015,28.47,0,0,0,955,8,416,2901,20
20251020,2025-10-20,44,70,-0.661804,-0.164307,-0.683044,0.261658,16383.966644253156,14.939,0.217,-0.925,14.969,0,0,0,378,8,324,2906,23
20251020,2025-10-20,45,71,-0.581848,-0.318237,-0.597046,0.451416,16384.511741275663,30.833,-1.322,4.305,31.16,0,0,0,360,7,145,2907,21
20251020,2025-10-20,46,72,-0.436951,-0.46991,-0.479736,0.59845,16384.245695179256,32.382,-0.397,0.741,32.393,0,0,0,736,66,18,2906,87
20251020,2025-10-20,47,74,-0.247498,-0.588257,-0.331116,0.695007,16383.786589186275,16.391,0.029,-0.318,16.394,0,0,0,907,194,17,2902,20
20251020,2025-10-20,48,75,-0.061646,-0.630859,-0.133667,0.761841,16384.426141919037,32.05,2.599,4.586,32.481,0,0,0,841,8,18,2902,20
20251020,2025-10-20,49,77,0.130676,-0.619934,0.073975,0.770142,16383.876159199934,16.061,1.537,2.244,16.29,0,0,0,949,7,18,2898,20
20251020,2025-10-20,50,78,0.309204,-0.559326,0.275635,0.718018,16383.809202990617,31.795,3.194,4.711,32.301,0,0,0,656,8,255,2897,19
20251020,2025-10-20,51,80,0.461182,-0.450562,0.45575,0.613647,16383.713406917248,15.798,1.946,2.291,16.082,0,0,0,491,8,866,2891,20
20251020,2025-10-20,52,81,0.57312,-0.309143,0.602539,0.461487,16384.487480540854,31.28,4.052,5.081,31.948,0,0,0,12,8,1252,2892,20
20251020,2025-10-20,53,83,0.64032,-0.134705,0.702148,0.280701,16383.673183996316,15.703,2.392,1.982,16.008,0,0,0,11,7,1172,2893,22
20251020,2025-10-20,54,84,0.653015,0.046936,0.752075,0.075745,16383.886199555953,31.239,5.391,4.633,32.037,0,0,0,12,7,634,2893,29
20251020,2025-10-20,55,86,-0.610352,-0.22699,-0.746399,0.137207,16383.922179990968,15.766,3.02,2.331,16.221,0,0,0,39,7,152,2893,172
20251020,2025-10-20,74,113,-0.323914,-0.670288,-0.488159,0.455505,16383.923400699845,,,,,0,0,0,13,8,175,2879,856
20251020,2025-10-20,75,115,-0.291992,-0.694031,-0.444885,0.484863,16383.618464795865,3.707,0.598,0.284,3.765,0,0,0,12,7,18,2878,1087
20251020,2025-10-20,76,116,-0.271667,-0.707825,-0.40802,0.508606,16383.831175888014,5.561,0.925,1.181,5.76,0,0,0,204,7,18,2878,870
20251020,2025-10-20,77,118,-0.255981,-0.711365,-0.376892,0.535156,16384.050475996464,2.216,0.856,0.837,2.519,0,0,0,970,8,19,2907,135
20251020,2025-10-20,78,119,-0.242676,-0.713745,-0.346375,0.558289,16383.877624054692,4.086,1.42,1.717,4.654,0,0,0,1128,8,18,2879,20
20251020,2025-10-20,79,120,-0.227478,-0.716492,-0.314758,0.579529,16384.270627647726,4.259,1.286,1.547,4.71,0,0,0,587,8,174,2882,20
20251020,2025-10-20,80,122,-0.207214,-0.721558,-0.278198,0.599182,16383.97271726244,2.522,0.528,0.671,2.663,0,0,0,37,7,460,2884,54
20251020,2025-10-20,81,123,-0.18103,-0.732239,-0.23175,0.614258,16383.725766747928,6.34,0.245,1.252,6.467,0,0,0,200,8,209,2883,57
20251020,2025-10-20,82,125,-0.144104,-0.743958,-0.172363,0.629272,16383.4403590943,4.106,0.092,0.619,4.154,0,0,0,132,294,115,2878,21
20251020,2025-10-20,83,126,-0.090881,-0.752075,-0.094238,0.645935,16383.913757097234,10.951,0.597,1.293,11.043,0,0,0,12,255,17,2877,872
20251020,2025-10-20,84,128,-0.011353,-0.750183,0.002869,0.661133,16384.0687864767,7.216,0.65,0.26,7.25,0,0,0,12,7,18,2877,1100
20251020,2025-10-20,85,129,0.096863,-0.729492,0.108276,0.668335,16383.480979327927,17.344,2.022,-1.298,17.509,0,0,0,13,8,18,2877,1088
20251020,2025-10-20,86,131,0.213928,-0.687256,0.227905,0.655701,16383.755064087109,9.865,1.032,-0.47,9.93,0,0,0,13,7,422,2876,593
20251020,2025-10-20,87,132,0.335876,-0.620178,0.348206,0.617493,16383.82263087586,21.452,1.806,-1.218,21.563,0,0,0,12,7,1023,2919,21
20251020,2025-10-20,88,134,0.450562,-0.528076,0.464172,0.55011,16383.565607034387,11.388,0.813,-0.403,11.424,0,0,0,13,8,1055,2878,20
20251020,2025-10-20,89,135,0.548157,-0.412415,0.569946,0.452332,16384.034149134335,23.928,1.656,-0.009,23.985,0,0,0,11,7,935,2879,31
20251020,2025-10-20,90,136,0.624634,-0.278015,0.654968,0.321838,16384.189665650236,25.159,1.154,0.88,25.201,0,0,0,98,8,354,2882,182
20251020,2025-10-20,91,138,0.669312,-0.122803,0.714233,0.163635,16383.70730329372,13.377,0.794,0.77,13.422,0,0,0,20,790,128,2882,85
20251020,2025-10-20,92,139,-0.674377,-0.045959,-0.736694,0.01947,16383.957733099778,28.566,1.916,2.418,28.732,0,0,0,12,1132,18,2881,20
20251020,2025-10-20,93,141,-0.634338,-0.216248,-0.710388,0.214844,16383.650966741205,15.026,1.01,1.609,15.145,0,0,0,13,877,18,2881,201
20251020,2025-10-20,94,142,-0.541382,-0.374329,-0.63269,0.40802,16383.948547282489,31.531,2.851,3.894,31.898,0,0,0,12,432,17,2881,657
20251020,2025-10-20,95,144,-0.402954,-0.506836,-0.499146,0.575867,16384.191435649183,16.336,1.397,2.157,16.537,0,0,0,52,8,18,2882,1010
20251020,2025-10-20,96,145,-0.238464,-0.580078,-0.310486,0.714355,16384.500297537303,32.874,3.965,7.545,33.961,0,0,0,12,8,18,2884,1087
20251020,2025-10-20,97,147,-0.035217,-0.618347,-0.107178,0.777771,16384.067718365914,16.871,1.4,2.204,17.072,0,0,0,12,8,137,2885,882
20251020,2025-10-20,98,148,0.158752,-0.591492,0.114136,0.782227,16383.755308231383,33.142,4.261,6.235,33.991,0,0,0,12,8,238,2887,800
20251020,2025-10-20,99,150,0.340698,-0.516724,0.322327,0.716248,16383.86602728428,16.538,1.845,2.959,16.902,0,0,0,117,70,31,2921,855
20251020,2025-10-20,100,151,0.48761,-0.393311,0.501465,0.59668,16383.59206645478,32.342,4.682,5.681,33.17,0,0,0,46,839,18,2927,244
20251020,2025-10-20,101,152,0.590149,-0.240845,0.639282,0.430115,16383.691952670497,31.719,4.791,5.934,32.623,0,0,0,12,1093,18,2905,20
20251020,2025-10-20,102,154,0.646179,-0.064148,0.722595,0.237061,16384.033294643905,15.737,2.488,2.408,16.114,0,0,0,12,1105,17,2889,22
20251020,2025-10-20,103,155,0.64801,0.118225,0.751831,0.030457,16384.58980261636,31.062,5.519,4.441,31.859,0,0,0,241,843,18,2891,22
20251020,2025-10-20,104,157,-0.593018,-0.290894,-0.730408,0.173767,16383.83074863751,15.26,3.299,2.002,15.741,0,0,0,838,279,18,2891,21
20251020,2025-10-20,105,158,-0.495239,-0.439331,-0.653625,0.36676,16384.106994279548,30.425,6.525,4.391,31.425,0,0,0,1157,8,18,2924,20
20251020,2025-10-20,106,160,-0.354431,-0.557373,-0.533081,0.528748,16384.291196142723,15.199,3.493,1.727,15.691,0,0,0,723,8,351,2936,20
20251020,2025-10-20,107,161,-0.186523,-0.629578,-0.377258,0.653137,16384.58186832975,29.953,7.59,3.425,31.089,0,0,0,144,6,845,2936,20
20251020,2025-10-20,122,183,-0.622681,-0.539795,-0.540527,0.169434,16383.896117834733,,,,,0,0,0,12,712,17,2898,250
20251020,2025-10-20,123,184,-0.623474,-0.562134,-0.508057,0.19281,16384.095397671488,5.046,-1.354,0.534,5.252,0,0,0,567,923,17,2898,21
20251020,2025-10-20,124,186,-0.635193,-0.569946,-0.4776,0.208679,16383.652797834799,1.646,-1.005,0.897,2.127,0,0,0,294,543,17,2900,21
20251020,2025-10-20,125,187,-0.655029,-0.565979,-0.446228,0.226929,16384.095885949886,2.687,-2.083,3.334,4.762,0,0,0,12,641,18,2902,20
20251020,2025-10-20,126,189,-0.589417,-0.481018,-0.558472,0.33075,16384.623004512494,-1.069,10.422,2.269,10.719,0,0,0,12,767,18,2901,20
20251020,2025-10-20,127,190,-0.575867,-0.495178,-0.537842,0.365906,16383.875091076592,4.933,0.875,1.329,5.183,0,0,0,12,994,19,2899,21
20251020,2025-10-20,128,192,-0.546143,-0.513672,-0.516907,0.413147,16384.1106563646,3.348,1.179,0.441,3.577,0,0,0,13,1402,17,2898,60
20251020,2025-10-20,129,193,-0.505859,-0.544189,-0.482727,0.463623,16384.06228625856,8.895,1.775,0.327,9.076,0,0,0,13,618,18,2897,355
20251020,2025-10-20,130,195,-0.452576,-0.581238,-0.433594,0.518982,16384.06478869026,5.586,0.793,0.101,5.642,0,0,0,310,432,18,2917,684
20251020,2025-10-20,131,196,-0.385437,-0.622314,-0.360779,0.577942,16384.124114520127,13.976,1.046,0.659,14.031,0,0,0,698,7,18,2919,307
20251020,2025-10-20,132,198,-0.296692,-0.663635,-0.259705,0.635681,16383.793821944904,8.705,0.294,0.465,8.723,0,0,0,1442,7,18,2897,19
20251020,2025-10-20,133,199,-0.214172,-0.707886,-0.09967,0.665649,16383.961975053531,20.639,-3.953,4.798,21.555,0,0,0,1000,8,362,2897,19
20251020,2025-10-20,134,200,-0.025146,-0.700745,0.016541,0.712769,16383.90154999718,25.136,3.706,-5.806,26.063,0,0,0,437,8,179,2902,20
20251020,2025-10-20,135,202,0.131714,-0.674744,0.200317,0.697998,16383.638454262838,13.926,0.056,1.271,13.984,0,0,0,531,29,64,2903,67
20251020,2025-10-20,138,206,0.569397,-0.325195,0.640137,0.40033,16384.030334444575,22.684,0.427,0.805,22.702,0,0,0,933,454,18,2894,20
20251020,2025-10-20,139,208,0.638,-0.151489,0.720215,0.226501,16384.048767017266,15.29,0.852,1.282,15.368,0,0,0,1398,31,19,2893,20
20251020,2025-10-20,156,233,-0.088257,-0.681274,-0.299316,0.66217,16383.869414762801,,,,,0,0,0,13,877,18,2905,243
20251020,2025-10-20,157,234,0.064148,-0.685486,-0.143311,0.710938,16383.802061792616,24.587,7.197,1.583,25.667,0,0,0,13,1139,18,2916,20
20251020,2025-10-20,168,250,0.741455,0.13269,0.655029,0.059692,16383.909423577756,,,,,0,0,0,1127,8,18,2881,20
20251020,2025-10-20,169,251,0.739929,0.134094,0.658325,0.032593,16383.433400847332,2.348,0.816,1.914,3.137,0,0,0,627,8,209,2884,20
20251020,2025-10-20,190,282,-0.415588,-0.478882,-0.592896,0.49646,16384.32021781801,,,,,0,0,0,12,934,19,2930,195
20251020,2025-10-20,191,283,-0.264465,-0.59021,-0.429504,0.63031,16384.446496601588,31.926,3.545,4.859,32.488,0,0,0,12,1115,18,2933,20
20251020,2025-10-20,192,285,-0.090942,-0.645874,-0.23761,0.719788,16383.806700519877,15.686,2.409,2.453,16.058,0,0,0,13,1126,18,2934,21
20251020,2025-10-20,193,286,0.092407,-0.651733,-0.032715,0.752075,16383.859740610575,31.184,4.825,4.202,31.833,0,0,0,323,775,19,2935,21
20251020,2025-10-20,194,288,0.271179,-0.60321,0.170227,0.730469,16383.695645366462,15.502,2.728,1.795,15.842,0,0,0,865,215,17,2936,20
20251020,2025-10-20,195,289,0.42572,-0.506653,0.364197,0.655334,16384.306027415383,30.958,5.978,4.071,31.791,0,0,0,1004,8,19,2937,109
20251020,2025-10-20,196,291,0.546448,-0.365356,0.53186,0.533875,16383.900939641939,15.512,3.394,1.903,15.992,0,0,0,530,8,317,2938,188
20251020,2025-10-20,197,292,0.623169,-0.194885,0.658447,0.374329,16383.955017028093,30.767,7.091,3.628,31.781,0,0,0,12,7,666,2937,366
20251020,2025-10-20,198,294,0.645691,-0.009644,0.739624,0.189636,16384.125792974126,15.164,4.01,1.867,15.796,0,0,0,12,7,572,2937,476
20251020,2025-10-20,199,295,-0.615845,-0.176819,-0.767761,0.001892,16383.922332579583,29.72,8.556,3.119,31.084,0,0,0,12,8,356,2936,705
20251020,2025-10-20,200,297,-0.531921,-0.357056,-0.746399,0.180115,16383.850798881196,14.618,4.781,0.64,15.394,0,0,0,76,161,18,2935,936
20251020,2025-10-20,201,298,-0.420044,-0.496704,-0.673767,0.350586,16384.20046874427,27.925,9.338,3.024,29.6,0,0,0,12,1093,18,2927,21
20251020,2025-10-20,206,305,0.260437,-0.698914,-0.077698,0.66156,16384.051391520963,,,,,0,0,0,13,8,719,2907,21
20251020,2025-10-20,207,307,0.362915,-0.66272,0.032837,0.654236,16384.061920049007,8.292,3.197,-0.489,8.901,0,0,0,11,8,935,2903,21
20251020,2025-10-20,208,308,0.446777,-0.608215,0.140991,0.640808,16384.40496325698,15.32,7.275,-0.478,16.966,0,0,0,14,8,1013,2903,50
20251020,2025-10-20,209,310,0.515625,-0.54248,0.244873,0.616272,16383.247571833857,7.332,3.674,-0.07,8.202,0,0,0,69,8,199,2939,738
20251020,2025-10-20,210,311,0.59729,-0.475891,0.310547,0.565979,16383.994567870193,14.735,3.175,-2.971,15.363,0,0,0,13,199,20,2938,778
20251020,2025-10-20,211,313,0.679199,-0.408691,0.344177,0.503174,16383.85354548801,6.937,0.161,-2.331,7.32,0,0,0,13,711,18,2931,719
20251020,2025-10-20,212,314,0.731018,-0.341553,0.388245,0.445251,16384.233000052216,12.233,2.55,-2.833,12.813,0,0,0,11,1143,17,2912,284
20251020,2025-10-20,213,316,0.773071,-0.283936,0.41449,0.387207,16383.915191430893,5.307,0.499,-1.277,5.482,0,0,0,264,703,19,2901,22
20251020,2025-10-20,214,317,0.81073,-0.240601,0.422546,0.325928,16383.558282619804,9.431,-1.147,-1.798,9.67,0,0,0,193,555,18,2903,21
20251020,2025-10-20,215,318,0.832458,-0.204895,0.440369,0.266602,16383.754728388729,8.552,0.302,-0.378,8.565,0,0,0,13,922,18,2904,20
20251020,2025-10-20,216,320,0.860962,-0.174805,0.434387,0.198914,16384.581227483355,4.357,-1.341,-0.153,4.562,0,0,0,14,1070,18,2904,20
20251020,2025-10-20,217,321,0.821045,-0.121338,0.535645,0.155762,16384.118163636394,8.059,12.365,-0.019,14.759,0,0,0,12,1455,18,2900,20
20251020,2025-10-20,218,323,0.837708,-0.084412,0.532349,0.087524,16383.465872641234,4.474,-0.812,0.212,4.552,0,0,0,13,1160,18,2900,296
20251020,2025-10-20,219,324,0.815918,-0.024414,0.577148,0.023193,16383.643062518177,10.068,5.619,-1.177,11.59,0,0,0,12,434,18,2918,543
20251020,2025-10-20,220,326,-0.80304,-0.041809,-0.592102,0.052856,16383.993133543483,5.759,1.109,-0.544,5.89,0,0,0,208,344,18,2931,851
20251020,2025-10-20,221,327,-0.80011,-0.109253,-0.571106,0.1474,16384.006072996923,13.426,-1.693,0.322,13.536,0,0,0,938,7,19,2930,519
20251020,2025-10-20,222,329,-0.747925,-0.207092,-0.584961,0.235657,16383.935485712827,7.627,2.076,-2.048,8.166,0,0,0,1025,8,18,2901,20
20251020,2025-10-20,223,330,-0.729004,-0.285156,-0.510986,0.355042,16383.36329939613,17.81,-4.366,2.873,18.561,0,0,0,716,8,136,2902,20
20251020,2025-10-20,226,334,-0.409302,-0.572021,-0.272095,0.656677,16383.97586057792,16.635,-0.808,-1.862,16.759,0,0,0,12,674,18,2903,20
20251020,2025-10-20,227,336,-0.222046,-0.641113,-0.152771,0.718567,16384.06536852194,13.616,-0.455,-2.326,13.821,0,0,0,369,961,17,2898,20
20251020,2025-10-20,228,337,-0.025757,-0.666016,0.00769,0.745483,16384.367549588234,29.393,-0.728,-1.386,29.435,0,0,0,820,651,18,2896,20
20251020,2025-10-20,229,339,0.168762,-0.642944,0.185974,0.723572,16384.0048522942,15.269,-0.202,0.239,15.273,0,0,0,1002,13,19,2894,20
20251020,2025-10-20,230,340,0.355774,-0.561707,0.350281,0.659729,16384.23180988355,30.953,1.239,-0.37,30.98,0,0,0,1442,7,19,2893,19
20251020,2025-10-20,231,342,0.498108,-0.447327,0.505981,0.543884,16384.327358790168,15.228,0.923,1.314,15.313,0,0,0,564,8,401,2894,20
20251020,2025-10-20,232,343,0.602051,-0.297302,0.631104,0.388428,16384.1762991003,30.84,2.528,2.956,31.084,0,0,0,76,8,819,2895,20
20251020,2025-10-20,233,345,0.661499,-0.121399,0.711792,0.202698,16384.433160777946,15.662,1.402,1.449,15.791,0,0,0,12,8,900,2896,20
20251020,2025-10-20,234,346,-0.665833,-0.067749,-0.743042,0.003113,16384.36016449834,31.986,3.593,3.156,32.341,0,0,0,11,8,750,2896,20
20251020,2025-10-20,235,348,-0.608643,-0.254333,-0.720215,0.214966,16384.418116002777,16.352,2.386,1.707,16.613,0,0,0,11,7,179,2896,60
20251020,2025-10-20,236,349,-0.498413,-0.416077,-0.63562,0.417664,16383.927795251053,33.146,5.196,4.382,33.835,0,0,0,11,618,18,2895,21
20251020,2025-10-20,237,350,-0.34436,-0.539978,-0.494202,0.587891,16384.09002660813,33.354,5.41,4.816,34.131,0,0,0,13,767,17,2894,20
20251020,2025-10-20,238,352,-0.158264,-0.610596,-0.309631,0.711487,16383.670010104574,16.665,3.119,2.605,17.153,0,0,0,536,377,19,2890,20
20251020,2025-10-20,239,353,0.044678,-0.624146,-0.101562,0.773376,16383.834624409512,33.2,6.753,4.785,34.216,0,0,0,1093,8,19,2887,21
20251020,2025-10-20,240,355,0.240906,-0.574829,0.111389,0.774048,16384.17779444547,16.256,3.953,2.33,16.891,0,0,0,816,8,245,2884,21
20251020,2025-10-20,241,356,0.406799,-0.488037,0.314026,0.705444,16383.425466000692,31.49,6.747,5.602,32.689,0,0,0,247,8,772,2883,20
20251020,2025-10-20,242,358,0.545776,-0.351685,0.474426,0.594482,16384.356471952142,15.337,3.693,1.434,15.84,0,0,0,12,6,922,2876,102
20251020,2025-10-20,243,359,0.633179,-0.20752,0.60498,0.435913,16384.01000976257,29.315,6.925,5.035,30.54,0,0,0,11,8,612,2883,423
20251020,2025-10-20,244,361,0.681274,-0.036133,0.680481,0.267395,16383.95770258212,14.311,3.386,0.948,14.736,0,0,0,12,7,88,2883,960
20251020,2025-10-20,245,362,0.684143,0.138123,0.710266,0.091736,16384.188353409514,27.801,6.784,1.005,28.634,0,0,0,12,287,18,2906,816
20251020,2025-10-20,246,364,-0.63501,-0.286255,-0.711426,0.09314,16383.84350511198,13.136,4.329,1.347,13.896,0,0,0,13,701,19,2921,357
