recorded_at,source,name,line1,line2
2024-10-08T21:00:19.641063+09:00,gs_db,SAKURA,1 60954U 98067WU  24281.83808274  .00271745  00000+0  29957-2 0  9990,2 60954  51.6329 115.7144 0004661  89.6639 270.4889 15.61656138  6144
2024-10-09T03:00:07.623708+09:00,gs_db,SAKURA,1 60954U 98067WU  24281.83808274  .00271745  00000+0  29957-2 0  9990,2 60954  51.6329 115.7144 0004661  89.6639 270.4889 15.61656138  6144
2024-10-09T09:00:16.126549+09:00,gs_db,SAKURA,1 60954U 98067WU  24282.54190580  .00397904  00000+0  42451-2 0  9993,2 60954  51.6330 112.1648 0004344  91.1276 269.0216 15.62082913  6254
2024-10-09T15:00:14.328645+09:00,gs_db,SAKURA,1 60954U 98067WU  24282.79779776  .00254482  00000+0  27560-2 0  9997,2 60954  51.6329 110.8736 0004306  92.5925 267.5562 15.62174877  6291
2024-10-09T21:00:21.062942+09:00,gs_db,SAKURA,1 60954U 98067WU  24282.79779776  .00254482  00000+0  27560-2 0  9997,2 60954  51.6329 110.8736 0004306  92.5925 267.5562 15.62174877  6291
2024-10-10T03:00:09.749539+09:00,gs_db,SAKURA,1 60954U 98067WU  24283.50140582  .00220991  00000+0  23761-2 0  9991,2 60954  51.6329 107.3223 0004105  93.1494 266.9970 15.62476046  6400
2024-10-10T09:00:26.578306+09:00,gs_db,SAKURA,1 60954U 98067WU  24283.50140582  .00220991  00000+0  23761-2 0  9991,2 60954  51.6329 107.3223 0004105  93.1494 266.9970 15.62476046  6400
2024-10-10T15:00:10.409118+09:00,gs_db,SAKURA,1 60954U 98067WU  24283.75722863  .00201296  00000+0  21611-2 0  9995,2 60954  51.6329 106.0311 0004029  93.2571 266.8884 15.62583403  6449
2024-10-10T21:00:22.620885+09:00,gs_db,SAKURA,1 60954U 98067WU  24283.75722863  .00201296  00000+0  21611-2 0  9995,2 60954  51.6329 106.0311 0004029  93.2571 266.8884 15.62583403  6449
2024-10-11T03:00:09.889054+09:00,gs_db,SAKURA,1 60954U 98067WU  24283.75722863  .00201296  00000+0  21611-2 0  9995,2 60954  51.6329 106.0311 0004029  93.2571 266.8884 15.62583403  6449
2024-10-11T09:00:23.756636+09:00,gs_db,SAKURA,1 60954U 98067WU  24284.52459814  .00189245  00000+0  20115-2 0  9991,2 60954  51.6325 102.1557 0003820  94.1299 266.0132 15.62883070  6563
2024-10-11T15:00:13.879181+09:00,gs_db,SAKURA,1 60954U 98067WU  24284.78035551  .00349506  00000+0  36159-2 0  9990,2 60954  51.6325 100.8638 0003693  93.7892 266.3525 15.63034233  6604
2024-10-11T21:00:15.993254+09:00,gs_db,SAKURA,1 60954U 98067WU  24284.78035551  .00349506  00000+0  36159-2 0  9990,2 60954  51.6325 100.8638 0003693  93.7892 266.3525 15.63034233  6604
2024-10-12T03:00:09.344103+09:00,gs_db,SAKURA,1 60954U 98067WU  24284.78035551  .00349506  00000+0  36159-2 0  9990,2 60954  51.6325 100.8638 0003693  93.7892 266.3525 15.63034233  6604
